text,sentiment
bhai such bol movie best hain lakin tujhe pasand nahi aayi??? aadipurush fir tujhe itni acchi kyon lagi thi,Positive
are bhai aapko kuch acha bhi lgta hai kya kyoun is baar paise nahi mile,Negative
o yogi babu adipurush kaisa laga apko zara batana us bare me inka baton me mat pado bhai movie bahut achi hai maine dekha app v dekhlo,Negative
bollywood ghatiya movie south best movie,Negative
yogi bina paise k review karte huwey,Negative
bhai tune is movie ki itni burai kar di ki jisko dekhna bhi hoga vah bhi nahin dekhne jaega main bhi soch hi raha tha jaaun dekhne per tune mere mood l laga diya ab nahi jauo ga,Negative
kuch bhi bol raha h first half se 2nd half better h comedy horror,Negative
bhai main tumko unsubscribe kr rha hai tum humko disappoint kiya,Negative
isko sunkhe maat jana bhai lok kuch bhi bolta hai ye,Negative
yogi bhai tum ab apni review mein hutiyapa to karne lage ho,Negative
ye zarorai tu nahi apko jo pasand na aye woh baki audience ko pasand na aye,Negative
movie to thik hai yogi bhai app galt review deto hooo,Negative
sabko acchi lag rahi hai to tumko kya dard h bhai,Negative
aaj yogi bhi app na galat bola ha i don t agree with u,Negative
bdiya hai movie sir,Positive
is aadmi ko adipurush acha laga tha aur ekaki bhee acha laga tha to is insaan ko ghatiya movie acha lagta hai aur acha movie ghatiya lagta hai,Negative
tu director banjaa aur subko sahi se use krke dikhaa dekhlenge,Negative
iski baato me mat aana movie mast maine dekhi hai hasi control nahi hui bcz ise nahi mile paise aur iska name hai yogi to ise jaln hogi,Positive
yup actors buddhe ho gaye forced comedy chal raha hasi vi nahi aa raha,Negative
ye yogi ka sabse bekar review tha movie achi hai,Negative
bhai ek kaam kar second half tu phir se bana le director by yogi maggiie,Negative
maza nahi aaya movie,Negative
mughe sb bda chahiye tm humesha chhote ke chkkar me pde rhte ho,Positive
aur hamari taraf is review video ko 1 dislike,Negative
yogi bhai hmko to lgta hai isme wo asur akshay hi hai,Neutral
bollywood ko nicha dikha ne ka kasam kha chuke bhai log bahut achi h movie h bhai itna kharab nahi jitna tum bol rhe ho,Negative
ap acchi movie ko bhi galt review deto ho,Negative
ghatiya movie he ek or movie ka milta julta ghatiya copy,Negative
ap jese k reviews dekhna ka kya faida ek na ek din ap log bikh ho jate hain,Negative
ye jhoot bolta he,Negative
bandar kya jane adrak ka swad,Negative
are shekhchilli sudhar ja rogi,Negative
tumko kuch acha lagta hai ki nahi,Negative
bhai ap sy accept nahi kya ta achi film ko bhi ap 2 or ab pta chal gya ki ap ka bhi review fake hy,Negative
mazak h movie,Negative
itne ache bolte ho bohut kuch jante ho khud ak banalo fir movie,Negative
iska review sab bekar aata hai isne border 2 ki bhi tadif ki thi,Negative
yogi bhai ab tumse nahi hogi,Negative
bakwaas movie hain zero comic timing,Negative
bahut bekar story not worth it dhurandhar ke badh pata nahi log bhoot bangla jaisa ghatiya movie kaise banaya hai na horror hai bekar story hai bahut boring comedy sirf acha hai,Negative
one more flopbuster by akshy,Negative
delete kr de bhai koi teri baat nahi maan raha,Negative
tum ko itna samajh me ata hai to movies direct kar na itana bata raha jaise bahut knowledge ho,Negative
bilkul bakwas movie hai bas jabardasti hasane ki koshish kar rahe the bilkul third class movie,Negative
tum log ke leye bollywood barbed hai,Negative
bekaar movie heroine k 5 6 scene bekaaaar hai,Negative
ye yoggy worst review deta hai iska adipurush review dekho,Negative
sabse faltu critic hai ye banda,Negative
fir se bakwaas movie,Negative
bilkul bhi maza nahi aaya,Negative
tu shirf dhurandhar jaise movie ko hi acha bol skta hai,Negative
bhai jhooth to mat bolo,Negative
dhurandhar dekhne ka baad sala koi movie achi hi nahi lag rahi hai nhi aditya dhar ye tune kya kar diya,Negative
tum bas dhurandhar ko hi promote kro,Negative
pese khakar bol raha hai,Negative
bhai rhne de tere se nahi hoga yogi kuch b bolta h,Negative
is film me ye ho sakta tha is film ye or bhi acha ho sakta tha is film me ye or or bhi acha ho sakta tha yar tu jo tatti film h unko to bada chada k bata ta h jo acchi film h unko aise isme ye ho sakta tha bol bol ke bekar bta ta h,Negative
acchi nahi hai,Negative
ek bhi dhang ka comedy nehi hain,Negative
tum logo ne movie ko itna overanalyze krna chalu kr diya h ki tum logo ke liye koi movie acchi hoti hi ni h har movie m kuch na kuch kami lgti hi h arre har chiz analysis ke liye ni hoti some things are just to enjoy,Negative
jhut movie 4 star ki hai,Positive
achi movie ka kachra kar diya tumne,Negative
ye pagal hoa gya hai yogii,Negative
bkwas rewie title bkwas rkhty ho,Negative
yogi bhai movie kitni aachi hai bor nahi karti aap ko chenel delete kar dena chahiye aap ab thak gaye,Negative
juth mat bolo movie jordar hai,Negative
me aj hi unsubscribe kr raha hu apko aj pehli baar comment padhne aya or me apse najar hu ki ap bollywood movies ko hype nahi dete bas south ki movies ko dete hai,Negative
bht acha movie hai tum chup reho n agar wolog acha acting nahi kar rehe thi to tu hi ja kar kar de,Negative
140 yogi tu kyo bolta hai,Negative
channel bandh kardo,Negative
tu na itne bade ache reviews deta hai kitna knowledge hai tuze tu na ek kam karte ja agese na tu hi sab movies direct karte ja matlab sab hit ho jayegi,Negative
meri tarfh se unscribe,Negative
ye feku hei ek number ka isko har film achi lagti hei,Negative
ye galat review de raha he,Negative
tu rehne de yaar,Negative
jhot bol raha hai movie zabardast hai no doubt,Positive
to itna bahsha dyta ha kuhd koi movie bna kr dikha,Negative
buhat fazool film hai abhi deka,Negative
iss jhaatu ki har baat bhi mat suno guysss mujhe bhi iske reviews ache lagte hai par yaha ye galat hai movie dekh kar maza aa jayega priyadarshan sir ke direction mein bani wo hi old vibe dekhne ko milegi or sabse badi baat koi forcefully comedy nahi hai bilkul natural comedy hai vfx ka overuse bhi nahi kiya hai in jhatu reviewer ko sirf ek video lagti h har movie ko tatti bolne mein itna aata hai to khud bana k dikhao ek comedy movie sach batau to kafi time baad bollywood ki taraf se ek achi comedy movie dekhne ko mili hai good to see the old cast of akki sir paresh rawal rajpal yadav asrani ji back in form and this all happens because of priydarshan sir ❤,Negative
isko unfollow kr k mast kaam kiya main,Negative
yogi bhai aapko ab review karne nahi aa rha hai aap channel band kar do aur dusra kam dhundho,Negative
yogi ko unsubscribe krne ka time aagya pese leke review deta he aaj saabit hogya,Negative
kitna chiye view bhai kara deta hoon tera ghar chal jayega lekin dusro ke pet pe lat mat mar ja jo kam karta hai kar yaha c mat kar tum logo ke vajah se sab ko believe nahi hota news pe,Negative
iss saaly ko ghanta kuch pta ni achi bhali movies ko bakwaas bolta rehta ha,Negative
are isko reviewer q aur kisne banaya isko paise do to adipurush ko bhi achi movie bolega isko bycot karo,Negative
ye yogi baba ko paise nahi mile isliye aisa bol raha hai ye sirf propoganda movie ko hi acha review karta hai,Negative
abe sale achcha nahin kah sakta to bura bhi mat bol,Negative
tere ko kya,Negative
kya ye ajeeb yogi ha movies ko khud dekh kr dosry ka dimag mein bas bad reviews dalta ha actors mehnat krty ha 1 movie pr or ye kuch smjhta nahi ha onn ki mehnat ko khud he keh raha hots ha ye thk ha ye thk nahi ha itna bara toh faisla krny wala kay ye achi nahi lagy toh ye sahi nahi ha ye yogi sahib ko achi lagi ha toh sahi ha qadar kiya kro ajeeb loggo mehnat krny walo ki,Negative
are ye sab tatti chhodo aur street fighter ka jo trailer aaya hai uska review karo,Negative
sambhavam adhyayam movie dekho aisi movie hoti hain kya faltu episode dalta hai jake movie dekh aur review dal,Negative
bekar movie thi,Negative
akshay kumar = flop ultra pro max slim,Negative
bhai schi ye bnda bhi ab sach nahi bol rha ab paise leke bolta hai bahut mst hai or baar same same gaane nahi hoga mst hai bhai family movie owsm mst hai ye is ko aj u unnscribe krunga ksm,Negative
south movihoti toh 4 5 star deta yeh iss se acha suraj review deta hai tera traha bewakoof review nahi deta,Negative
isko to kerala story jaisi movie aachi lagti hai,Negative
bahut bekar review laga h tumhara aaj ayese hi or review kar do koi nahi dekhne ayega tumhe,Negative
bakwas movie thi,Negative
boring movie h akshay kumar ki over action h bas,Negative
bakvas movie he,Negative
tum log durandar movi 4 gante ki dekh aaoge lekin akshay kumar ki movi ko hmesa avrge bta doge tere ko kon review krne ko bola to apna kam kar tere ko ajj mai unsubscribe kar rha hu be,Negative
bakwaas movie,Negative
bhaii tu movie se jyada bor kr deta hai,Negative
tujhe kya bolu tu bekar movie ko acha bone bala,Negative
tu ek movie bna ke dikha ludu,Negative
super falto review movie,Negative
ghatiya movie,Negative
bilkul bakwas hai buddhon ka show hai sabhi buddhe hain,Negative
boht ghtiya review diye ho yogi yr boht badhia h movie second hand me bhi,Negative
tu dar kyo gye fudu,Negative
bkwas review movie bahut acha h,Negative
movie acchi he aaj hi dekhi with family ye fraud review de raha he,Negative
bada ghatiya movie,Negative
yesko unfollow karo,Negative
bakwas movie koi mat jana dekhne,Negative
bokbass move he,Negative
bhai tere jaisa admi agr director ban jaye na to fir koi v movie flop hi nahi hogi jitna gyan h na tere andar pakka tu ek v movie flop nahi hone dega,Negative
bhai tujhe sharm aati kya sharm ek bhai ne comment kiya hai ki tujhe aadipurush movie acchi lagi thi kuch to sharm karo bhai itna imaan gir jata hai kya paise ke liye insaan ka abe log bharosa karte hai tujh pe tere videos dekh ke movie dekhne jaate hai ab agar himmat hai to comment ka reply de kyuki jane de ab royega to aur kuch boluga mai to,Negative
bekaar movie hai,Negative
tum jhoot bolte ho,Negative
dislike karo sab log galat review de raha hai,Negative
aaj movie dekhne jaa raha hu agar tera review or movie kaa asli review match nahi hui toh saam ko wapas aake tera channel unsubscribe karke aaj k baad meraa review video dekhna band,Negative
bekar h movie,Negative
froud and fake level gira dia tu khudkaa ab tera channel ko visit ni karunga kabhi,Negative
bekar movie he and tera review bhi,Negative
bakwas movie,Negative
it was a bakwas movie,Negative
ye fake reviews krta h unsubscribe now,Negative
bakwas bakwas bilkul bakwas h,Negative
bakwas h movie,Negative
bakwas movie h,Negative
faltu bat karta hei,Negative
bakawasss bina sar pair ki movie,Negative
faltu review,Negative
mai khud priydarsen se naraj ho gya,Negative
ankho se lag gai ankhe,Neutral
khatam movie hai bhool bhulaiya ko takkar kabhi nahin de payegi bhale kalakar sem hai bade doctor se main bhul bhulaiya iconic movie,Negative
ye bhul bhulaiya ko kabhi nahi payenge,Negative
kul milake bekaar hai kyoki isko bhul bhulaiya se milayenge,Negative
makers ne paise nahi diye isko isly itni burai kar raha hai,Negative
ramayana ♥ kaisa laga teaser? ♀,Positive
emotion tab aate hain jab scene real aur natural ho nahin toh yeh vfx toh hollywood main bhar bhar k hain so the maker should focus on real scene,Negative
kitni bhi ramayan ban jai but jo baat ramanand sagar ji ki ramayan mein h woh feel kisi ramayan mein aa hi nahi sakta jai shree ram,Positive
mujhe to koi problem nahi dekh raha hai kalyug me big beef guy ramji nahi banega to kalyug kis baat ka,Negative
mam vo monsters adipurush wali feel de rhe hain,Negative
gaali nahi de raha bs pr ranbir as ram i can t imagine,Negative
narsima mahavarat bhale hi cartoon vfx movie thi but next level movie thi har ek seen next level tha nd sound effects mind blowing,Positive
sab kuchh perfect hai but sach me vo villains video game wale monster lag rahe hai,Neutral
eyes ko believe hi nahi ho raha next level vfx,Positive
3:01 exactly rakshas insaan bhi toh play kar sakte hai kya dikkat hai,Neutral
anjali arora wali ramayan dekhne ko kahan milega jii???,Neutral
kya baat kahi mam ne ki hume kyu banana hollywood k jaisa unko bannne dona hamare jaisa very well said,Positive
0:46 ap jab bole rongte khade ho gye tab ye soch je ki ap tareef kroger ye sunken mere bhi rongte khads ho gye,Positive
world me realise ho rha hai acha lga wait rhega best hai,Positive
1:31 kyuki ye valmiki ramayan pe based hai usme shri ram ek bohut bade yuddha bhi hai,Positive
om raot be like ab under ground hone ka time aagya,Negative
my soul hrithik sir shree ram bante to brahamand yaad rakhta ✅✅,Positive
kafi visuals adipursh ko takkar dete hain kuch scenes acceptable lg rhe hain,Neutral
jai shri ram,Positive
sabse pehli baat makers especially namit malhotra ramayana ko global scale pe promote karna chahte hai,Neutral
1:26 axa didi ek baat btaun hritik roshan as rama bhi ache lg rhe hai ❤,Positive
jai shree ram,Positive
last 1 second me ravan pushpak se bahar niklta he towards right side,Neutral
jai shree ram ❤,Positive
kon kon review ka intezaar kar rha tha,Positive
ram ram jiapp tho ekdum expert ho ❤❤,Positive
jo bhi bole this ramaya will break all records,Positive
aapka hi intezar kar raha tha,Positive
god level ❤❤ movie me 50k dedunga dikha do film ❤❤❤❤❤,Positive
iss video keh wait kar raha tha,Positive
7 10 because 90 vfx makes it feel unrealistic and game like rajamouli ki tarah set banake shoot karna chahiye tha ram ji raat ko vanvaas ke liye nikle nahi koi bhi raat ko jungle mai safar nahi karta,Neutral
00:22 om raut like: ab underground hone ka time aa chuka he,Negative
jai shree ram,Positive
apke review hamesa genuine lagte the but seriously is baar ye sab bolne pese mil rahe h jesa lag rha h,Neutral
ranbir ki jagah ram charan chahiye tha❤,Neutral
pehle ai laga,Negative
future me apko ek aisi hi kisi ek film ke liye assistant director ke taur pr dekhna chahenge ❤,Positive
2:05 for your kind information part 1 mai sita haran tak hai usme hanuman ji ka koi role nahi haai toh dikhayenge kiyu??? hanuman jayanti toh thik hai lekin itna toh oata hona chaiye part 2 mai bajrangbali ayega tab dikhayega,Neutral
ham dekhenge is film ko jai shree ram ❤,Positive
ai lg rhe cartoon se hai isse toh baithar phela bali hai bo lgti hai original jise yah toh sab dekhba hai,Negative
jai shree ram ❤❤,Positive
dil se hai ye ramayana,Positive
thank you for saving my money pirated hi dekh lunga,Negative
kya kisi ne the legend of hanuman nahi dekha kya?,Neutral
ramayan ek he hai ramanand sagar ji ke dowara banayi gayi ramayan serial bhagwan ram ke roop me bhi ek he hai hamare arun govil sir ❤,Positive
innocence missing hai jo pichli ramayana me tha es trailor me baki lets see jb pura tailor ayega tb dekhenge,Neutral
mujhe lagta yeh movie ram sey jyada ravan k liye hit hogi❤ jai shri ram❤❤jai hanuman❤❤,Positive
are toh isme bhi kya entertainment dekhe ye toh mahara culture hai❤,Positive
kuch aisa feel nahi hua h ki extraordinary nahi hai simplicity emotion is required rather than budget,Neutral
yahi dikkat young hai generations ka,Negative
ek mythology ko kab tak or banana hai?,Negative
ram ban gaye rama ramayan ban gaya ramayana ab aur kuch kahne ki jarurat nahi hai,Negative
ram ji mai jo shanti hai vo ranveer mai nahi hai; aggressive lag rha hai 5 10,Negative
hame hollywood ku tarah monster laane ki jarurat nahi hai hamare garntho me bahut se danav hai unse inspiration le sakate the❤,Positive
inko sita haran ka seen majedar lag raha hai,Negative
yeh picture ramayan ko historical nahi myth hi banayegi,Negative
hame ek aisa ramayan chaiye jho pure text pe based ho and realistic ho naki peak detailing hame global spread se koi matlab nahi,Neutral
101 honest reviw dia hai apne ramayan is all about samvaad ye ajeeb se creatures dikhane ki jarurat nahi thi mujhe bar bar yad aata hai kalki climax ka wo 2 minutes ka mahabharat wala scene usko dekh ke nostalgia feel hota hai wo bachpan ki ramahan and mahabharatwese hi kuch create karte with nayi soch toh maja double hota or hamari trah hi west wale bhi insaan hi hai emotional wo bhi ho jate definately unko dikhane ke lie ye creatures dikhana jaruri nahi hai ho sakta ho in sab se wo bhi bore ho gae ho,Negative
bhagwan raam ko mooche hothe hain valmiki ramayan,Neutral
adipurush wali yaad a rhi hai,Negative
jo bhi baat boli hai kya baat ho rahi hai❤,Positive
yash ka scene wala vfx bhut mstt tha kyuki monstermind creation yash ki hai,Positive
i wish movie acchi chale,Positive
aisa lag raha hai k cartoon dekh raha hu,Negative
is bar to a movies oscar mea jaiga,Negative
mujhe ranbir kapoor hindi tv serial ke indra lag rahe hain,Neutral
the introduction par khub tarif kri ti aapne hi,Positive
maii to aur 2 bar ramanand sagar ji ka ramayan dekhu,Positive
main dekhane jata if ranveer nahi hota usko dekhne jau,Negative
hume duniya ko dekhke movie nehi banana he hume dekhke duniyako movie banane do,Neutral
sab k sab experts ban gaye hain vfx or cgi ke kaam acha h lagi raho munni bahin,Positive
bhai log vfx mai sudhaar kar liya jayega film nov mai ayegi ❤❤,Positive
visions clear hai release mein time boht hai vo log thik kar denge,Neutral
madam apne shamshera k liye bhi yahi bola tha3 aadmi dekhne nahi gye use,Negative
humari bachapan wali ramayan zada better thi bhai itni purani hone ke bad mai cheze real lagti ti usme isko dekne se acha hum uska hi dubara revision kr lege,Negative
ranbir kapoor acche actor hai aur nitish tiwari behtreen director ek acchi film acche bhavna ke saath dekha ne ko milegi ❤daya agar me likha ne baithu hote hai anuvaadit ram ravan ko bhi naman kiya aise the maryadit ram jay siyaram,Positive
bas pushpak viman hi acha laga pure trailer mein,Negative
vfx vfx vfx ne bollywood ka bera gark kar diya hai,Negative
or jo inhone ai use kiya hia beech beech mein uska kya,Negative
yes i agree with you hollywood jaisa touch dene ke chakkar me film ko joker type bana dete hai real location par shooting impactful dialogues and shaandaar casting se bhi bahut badiya film ban sakti hai jo sadiyon tak yaad rakhi jaa sakti hai ye sab director ke vision par depend krta hai,Neutral
but i think for ram role it s about just acting looks ranbir is best actor therefore his suit on the ram role but jo ram ka role kar raha hai vo real life me bhi vo thoda uske layak ho,Neutral
siya ke ram show dekhne ke bad to mujhe koi aur ram sita pasand hi nahi aate us show ki casting itni pyari thi ki har ek character real lgta hai ❤,Positive
sunny deol ki awaaz thi jab ram ko pukarta hai,Negative
waise ramji ki character ko jeneu nahi pehenaya h makers ne jabki raamji vanbash mi bhi jeneu pehnte the,Neutral
deeksha ji agree 100 on your review but maan nahi maan raha ranbir ko as a shri ram ke kirdar kate hue casanova ranbir very difficult to digest thats my thought,Neutral
kuch real lag hi nahi raha hai,Negative
perfect review kisika review toh match kiya mere thoughts se,Positive
aawarapan 2 par koi update aaya please uspar koi video banaona,Neutral
10 me se 5 dena chahunga kiuki bahut se sizh mujhe atcha nehi laga jese ki kuch kuch jagah par sound effect and screen effect metch nehi ho raha,Neutral
kaise hoga connect jab kabhi valmiki ramayana study ki hoti i think jo 1st video h wo devasura sangrama ki h jhan raja dasharath or kaikeyi ne davtaon ka sath diya tha agr wo hi h to peek detailing ❤,Positive
ranbeer ko hanuman ji ka role karna chahiye tha usme jyada best lagta,Neutral
bas mujhe ye dar hai sunny deol galti se ye dai khilo ka haath lanka jala dega bol diya to,Negative
mujhe ye samajh nahin aa raha ki jinko experience nahin woh itna gyan de rahe hain aur jis insan me dangal jaisa blockbuster movie diya chhichhore jaisi movie di unki kadra aur samajh ke baare mein naadan kya jaane ❤,Positive
ranbir tho gomas khata hai na,Neutral
ramayan dhekungi sirf or sirf yash ke liye yash ke samne sab fike par jayenge,Positive
bhagawan sri ram ki wibe nahi aa rahi he,Negative
humko acche actors aur acche dialogues chahiye,Neutral
ranveer kapoor ko ram ka roll acha lagta hai aur usko jachta bhi hai,Positive
0:32 kuch khas music nahi tha waise jab film dekhenge tab pata chalega,Neutral
mai abhi bhi bol sakta hu rajamouli is perfect for any epic mythological movie,Positive
new web series update please please please please please reply to next video new web series update please please please,Positive
hatni ka role apko offer ho skta hai,Negative
i don t know but i can t imagine ranbir as rama use dekh ke raam nahi sakuni bali feeling ati i don t know jyada se jyada ranbir indradev se relate kr skte bss,Negative
aadipurush ke jaisa iska bhi haal karna hai dosto taaki ye log aage se ramayan me faltu kaa vfx aur holliwood ko naa ghusede,Negative
casting pe to question h hi qki character less ko ye character wala role diya gya h,Negative
jo insaan kehta hai ki i love to eat beef usse shri ram bana diya,Negative
animation aur acha hona chaiye,Negative
itna jarur hai ki ramayana is emotion and culture mainly agar vo nahi hua toh yeh khatam ho jayegi aur vo hua toh bestjaise devo ke dev mahadev itna acha hai ki aaj takk vo disney par chalta hai kyunki vfx jyada na hokar dialogues music and emotion ko priority di hai,Neutral
sri lanka 7000 year history maha ravan powerful leader ❤❤❤,Positive
chanakya ramanand sagar chopras should have been a reference but strangely its lotr got orbs trolls dark cold distant dull yellowish vfx milieu aree bhai we are a hot country dense forest legendary rivers peepal banyan inko toh dikhate yeh germania kaha se?,Negative
pahele ye batao k us ko ram bana na thik tha? ye batao,Neutral
mujhe pehle se lga tha ye ranbir ki movie ki tareef hi karegi madam ne samshera ko masterpiece batya tha,Negative
ramayan hamare desh ka vah itihaas hai kabhi bhul nahin sakte aisa itihaas jo saccha hai achcha hai asali hai isliye jab bhi usko parde per utaro ek baat ka dhyan rakho ki sab kuchh asali hona chahie sab kuchh saccha hona chahie aur sab kuchh achcha hona chahie hamen apni jadon ko nahin bhulna chahie ramanand sagar ji ke vanshaj hain hamen unse kuchh sikhana hoga ramayan parde pe superhit hui iska ekmatra reason hai sab kuchh real tha,Positive
movie 2 part mai release hogi so part 2 mai hanumaan ji ka jada scene hoga,Neutral
1 storm scene me no moving hair of ranbir 2 entry walking scene pool dalne ek bande k turban ka color change ho rha that means ai generated clips and glitch,Neutral
when indian cinema try something new nobody supports it comparing with others like they did then for ra one hindustan ka sabse bada dushman hindustan hi hai,Negative
tmne to nil chatte ko wallpapers bna rakha h,Negative
parmote kese karna h koi tumse sikhe,Positive
abhi bhot time h release m sb fix hojayega ja shri ram,Positive
koi innocent fresh face lena chahiye ramayan ke liye,Neutral
chahe kitne me bhi rupaye laga ke banaye ramayan lekin ramanand sagar ji bnaya gaya ramayan ekdam natural or emosan ke sath usse acha nahi hoga ye new wala ramayan,Negative
mam web series aur movie mein difference hota hai don t compare both,Neutral
yash ravan sunny hanuman to jahnvi ko subhnakha bana dena tha,Negative
didi your review are tooo good,Positive
ranbeer ram nahi lag sakta is janam to nahi,Negative
ranveer kapoor bolta hai iam beef lover aur kahata bhi hoga aur yhe prabhu shree ram ka character karenge bilkul nahi ramanand sagar ji ki ramayan with arun govil sir as ram,Negative
aap bhi ek ramayan bano do emotion daalke,Negative
lagta hai iss baar package nehi aya hai,Negative
aaj iske ghar paneer banega,Neutral
nahi ranveer nahi shoot kiya,Negative
me just ravan ko dekhne k liye jauga dekhne yash ❤❤❤,Positive
yeh movie chalegi 100,Positive
bhai ye movie hamare liye nahi hai bahar wale international viewers ke liye hai shayad aaj kal ham indians ke liye kon film banata hai,Negative
vidhyut jamwal ko ram ko role fit bethta hai,Neutral
ravaan as a arvind trivedi unka koi compare nahi ho skta kbhi bhi,Positive
last me ye bhi bta dena tha ki aap kitne me bike hue ho meko v assistant bna lo thodi bhut kmaee hmari bhi ho jae,Negative
kitne paiss mile,Negative
jo bhi ho par ranveer ke bare me kabhi bura nahi bolegi,Positive
jab ramayan banana hin tha toh ram ka role yashko de dete wo deserve v karta hai,Neutral
ramayan ek hi hai bus old ramayan,Neutral
3:04 kyuki ye movie indianaudience k liye banai hi nahi gayi hai isn t it obvious?,Neutral
ramayana me vfx nahi use karna chahiye tha or ye monster bhi nahi rakhna chahiye the monster ki jagah kisi insan ko junior artist ko rakses bana kar rakhna chahiye tha pushpak viman jo pahle ramayana me tha us se milta julta rakhna chahiye tha,Negative
baaki se better karne ki koshish ki hai kaafi had tak acha kiya hai a final aane par dekha jayega,Positive
sourabh raaj jain ko sri ram banana chahiye,Neutral
game of thrones or house of dragon vale vfx artist ko lena chahiye tha,Negative
mai 3d mai dekhunga,Positive
ramanand sagar s ki tar same bananeko bolo ye kayhe hollywood movies ki tar rawan,Negative
vfx style and action ki jarurat ni h ramayan m emotions hona chhaiye ramanand sahab best h,Negative
ar rahman is picture mein kya kar raha hai?,Neutral
i think ram ji ka role salman ko milna chaiye kyunki unka orr heran ka purana rishta hai,Neutral
4k ka budget hai to aapko bhi thoda to mila hoga nahi dete to 4k lagana bhi waste ho jata,Negative
itna bada budget itni badi company vfx deri hai fir wo baat nahi dikhri pata nahi kyu,Negative
hanuman jayanti par hanuman ji ko nahi bataya main isi ka intzar kar raha tha afsos,Negative
2:30 that the real problemai ke karan ab kya ai kya vfx nothing can differentiate movie ke vfx kaffi ache h pr logo ka khna h vfx h,Neutral
4000cr ka maal nahilagraha hai bhai yeh toh 400 rupaiya ka maal lagraha hai abhi yeh dekh ne k badh toh om raut bhahoot khus hoga,Negative
1:01 hambe esa lage hai jaisa abhi bhi nashe mai hai,Negative
superhit hoga aap dekhna,Positive
saara budget ranbir kapoor ko gaya hoga isliye scene quality compromise ho gayi,Neutral
ye ramdi pakistan se he kya ????,Negative
tv pe dekh lunga purani ramayan ye ni dehkne jaunga,Negative
jo banda ye bol raha ho ke beef khana pasand karta ho kya wo prabhu shri ramji ka role deserve karta hai,Negative
time milo to imax ka camera check fir leke jao us camera ko pahad pr,Neutral
disney walo ko de do ye project dekhna kitna acha bnayenge ye to ai generated video lgg rhi hai,Negative
saurabh raj jain ko le sakte the ranbir ki jagah,Neutral
saurabh raj jain ko cast karna tha as ram ji,Negative
to tum ramanand sagar wali ramayan dekho,Neutral
isse next video me ye didi apni hi bat se mukar gai he,Negative
treta yug wali feeling nahi aayi,Negative
vfx ache nahi hai,Negative
serial dekh lo didi apko acha lagega,Positive
yr dekh jo bola h bol but ye mt bol ki ranveer sundar lg rha hranveer ram k role me bhi sanju ka sanjay dutt hi lg rha h,Negative
ranbir kapoor jo ek movie pehle animal movie m sx krra tha,Neutral
m bhale hi muslim hu lekin bachpan me hum bhi ramayan dekhte the ya ramayan nahi balki ram ke sath mjak bna diya,Negative
adipurush film ayi ab beef khanevala purush film aayi,Negative
mujhe ye samajh nahi ata webseries wale matching ke according actor choose krte but jab movie ki ho toh har bar celebrity ko cast kyun krte lord ram ke liye aur acha actor bhi toh mil sakta tha isse better civic sence toh south wale ke pass hota h,Negative
prabaas wali ramayan ka jo haal huwa wahi haal iska bhi hoga vfx locha he bhai,Negative
2 video me 2 type ki batien,Negative
100 10 dunga,Positive
log to white pepper pr pe bhi galti nikalte he,Negative
adipurash 2 lag rahi hai ye,Neutral
actually agar kbhi valmiki ramayan padhogi tow jo first shoot hai na wo wha ka hai jb raavan kuber pe attack kr deta hai kailash me uske sehar pe ye wha se hai snow nahi tha ye wo log itne gadhe hai apne desh me and also usme jo gaints hai wo ramanyan me mentioned hai 2 samne se aayenge ram ji ke pass ek kabandh hai aur ek hai jo isse bhi ganda dikhta tha bada sa peak details hai yrr jo padha hai na valmiki ramayan wo samajh sakta hai aur forest wgera bhai aap jaisa valmiki ramayan me likha hai ki kai hazar saal se tree ko touch nahi kiya gya hai usko kaise dikhawoge real location pe i am down for this movie ❤,Positive
cgi aur cgi hi hai realism hai kahan isiliye animation ya video game jaisa lag raha hai sadak pe chalne wala scene to pura ai hai background score bhi khuch khas nahi,Negative
bezzati karva di ka kya matlab hota hai,Negative
didi ram ko atch nehi laga but ranbir bhi atch hai,Neutral
ramanand sagar ji ki ramayan ke bad swastik grup ki shrimad ramayan best he,Neutral
vfx adipurish jese hi dal diye,Negative
raam ji to ram charan sir hi best hote,Neutral
yash ab bhi 10 me 10 le geya ❤,Positive
mai nahi dekhu ga or sab ko mana karu ga,Negative
bhagwan ram ji ko legend bana diya puri ai movie bana dali he kya ❓❔,Negative
apko acha laga kya ranbeer medom,Neutral
tum log kabhi kisi moovie se khush huye ho,Negative
wah re ek video me tarif dusre video me burai,Negative
geyaaaa ye movie pani me adiprush 2,Negative
still rk can t justify the role kisiko bhi utha ke ram nahin bana sakte,Negative
acha ye sab chodo batao kitne me baat set hui? baat hai isme par wo wali baat nahi hai,Negative
ranveer ki casting uski acting ko lekr bilkul nahi tha but uski beef eating pe h,Negative
taglines to acha likh le,Neutral
fact ramand sagar krit ramayan ka koi tha nahi hai chahe budget 1bilion hi kyu na ho vfx kabhi reality pe bhari nahi hoti,Positive
main average kahunga but mujhe maza nahi aaya aadhe scenes ai generated lag rahe hai,Neutral
raam km ravan ka bhai jada lag raha hai ranveer,Negative
vfx bhi average ranbir ne wig pehni hai saaf pta chlta hai baki k monster scene n all ese lga rha tha jaise ps5 ki koi game ho,Neutral
ye hamesha har picture acha hi kehe ta hai,Negative
